[2025-05-03 18:22:54] [INFO    ] discord.client: logging in using static token
[2025-05-03 18:25:05] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-05-03 18:25:05] [DEBUG   ] discord.client: Dispatching event message
[2025-05-03 18:25:05] [DEBUG   ] discord.client: Dispatching event command
[2025-05-03 18:25:06] [DEBUG   ] discord.http: POST https://discord.com/api/v10/users/@me/channels with {"recipient_id":1048110632983089172} has returned 200
[2025-05-03 18:25:06] [DEBUG   ] discord.http: POST /users/@me/channels has found its initial rate limit bucket hash (3f1ecb90c49938368145d0f8794b2707).
[2025-05-03 18:25:06] [DEBUG   ] discord.http: POST https://discord.com/api/v10/users/@me/channels has received {'id': '1368201704146735146', 'type': 1, 'last_message_id': None, 'flags': 0, 'recipients': [{'id': '1048110632983089172', 'username': 'phinixprono1234', 'avatar': '32dfb0b970c6a3a9bf2b4a3df55daf70', 'discriminator': '0', 'public_flags': 128, 'flags': 128, 'banner': None, 'accent_color': None, 'global_name': 'Phinix', 'avatar_decoration_data': None, 'collectibles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}]}
[2025-05-03 18:25:07] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 13, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-05-03T12:25:07.445000+00:00', 'pinned': False, 'nonce': '14486311429365621095', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'id': '1368201709255524437', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'You said hello', 'components': [], 'channel_type': 1, 'channel_id': '1368201704146735146', 'author': {'username': 'Krano', 'public_flags': 0, 'primary_guild': None, 'id': '1368199583523409953', 'global_name': None, 'discriminator': '0257', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '2073b7770a3076bb1100af80822cf5e9'}, 'attachments': []}}
[2025-05-03 18:25:07] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-05-03 18:25:07] [DEBUG   ] discord.client: Dispatching event message
[2025-05-03 18:25:07] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1368201704146735146/messages with {"content":"You said hello","components":[],"nonce":"14486311429365621095","enforce_nonce":true,"tts":false} has returned 200
[2025-05-03 18:25:07] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1368201704146735146/messages has received {'type': 0, 'content': 'You said hello', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-05-03T12:25:07.445000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1368201709255524437', 'channel_id': '1368201704146735146', 'author': {'id': '1368199583523409953', 'username': 'Krano', 'avatar': '2073b7770a3076bb1100af80822cf5e9', 'discriminator': '0257', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '14486311429365621095'}
[2025-05-03 18:25:07] [DEBUG   ] discord.client: Dispatching event command_completion
[2025-05-03 18:25:42] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 13.
[2025-05-03 18:25:42] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-05-03 18:26:23] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 13.
[2025-05-03 18:26:23] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-05-03 18:27:04] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 13.
[2025-05-03 18:27:04] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
